id,code,name,name@esp,group_id:id,reconcile,account_type,chart_template_id:id,tag_ids:id
niif_sol_144910,144910,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_144915,144915,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_144920,144920,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_144925,144925,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1450,1450,Payments on behalf of Associates - Real Estate Microcredit,Pagos Por Cuenta De Asociados - Microcrédito Inmobiliario,,0,off_balance,chart_template_niif_solidario,
niif_sol_145005,145005,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145010,145010,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145015,145015,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145020,145020,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145025,145025,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1451,1451,Real Estate Microcredit Impairment (Cr),Deterioro Microcrédito Inmobiliario (Cr),,0,off_balance,chart_template_niif_solidario,
niif_sol_145105,145105,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145110,145110,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145115,145115,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145120,145120,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145125,145125,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1452,1452,Impairment Interest Real Estate Microcredit (Cr),Deterioro Intereses Microcrédito Inmobiliario (Cr),,0,off_balance,chart_template_niif_solidario,
niif_sol_145205,145205,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145210,145210,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145215,145215,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145220,145220,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145225,145225,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1453,1453,Impairment of Payments on behalf of Associates - Real Estate Microcredit (Cr),Deterioro Pagos Por Cuenta De Asociados - Microcrédito Inmobiliario (Cr),,0,off_balance,chart_template_niif_solidario,
niif_sol_145305,145305,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145310,145310,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145315,145315,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145320,145320,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145325,145325,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1454,1454,Business Microcredit - Admissible Guarantee,Microcrédito Empresarial - Garantía Admisible,,0,off_balance,chart_template_niif_solidario,
niif_sol_145405,145405,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145410,145410,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145415,145415,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145420,145420,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145425,145425,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1455,1455,Business Microcredit - Other Guarantees,Microcrédito Empresarial - Otras Garantías,,0,off_balance,chart_template_niif_solidario,
niif_sol_145505,145505,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145510,145510,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145515,145515,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145520,145520,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145525,145525,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1456,1456,Business Microcredit Interests,Intereses Microcrédito Empresarial,,0,off_balance,chart_template_niif_solidario,
niif_sol_145605,145605,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145610,145610,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145615,145615,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145620,145620,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145625,145625,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1457,1457,Payments on behalf of Associates - Business Microcredit,Pagos Por Cuenta De Asociados - Microcrédito Empresarial,,0,off_balance,chart_template_niif_solidario,
niif_sol_145705,145705,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145710,145710,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145715,145715,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145720,145720,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145725,145725,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1458,1458,Deterioration of Business Microcredit (Cr),Deterioro Microcrédito Empresarial (Cr),,0,off_balance,chart_template_niif_solidario,
niif_sol_145805,145805,Category A Normal Risk Admissible Guarantee,Categoría A Riesgo Normal Garantía Admisible,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145810,145810,Category A Normal Risk Other Guarantees,Categoría A Riesgo Normal Otras Garantías,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145815,145815,Category B Acceptable Risk Acceptable Guarantee,Categoría B Riesgo Aceptable Garantía Admisible,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145820,145820,Category B Acceptable Risk Other Guarantees,Categoría B Riesgo Aceptable Otras Garantías,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145825,145825,Category C Appreciable Risk Admissible Guarantee,Categoría C Riesgo Apreciable Garantía Admisible,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145830,145830,Category C Appreciable Risk Other Guarantees,Categoría C Riesgo Apreciable Otras Garantías,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145835,145835,Category D Significant Risk Admissible Guarantee,Categoría D Riesgo Significativo Garantía Admisible,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145840,145840,Category D Significant Risk Other Guarantees,Categoría D Riesgo Significativo Otras Garantías,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145845,145845,Category E Bad Debt Risk Admissible Guarantee,Categoría E Riesgo De Incobrabilidad Garantía Admisible,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145850,145850,Category E Risk of Bad Debt Other Guarantees,Categoría E Riesgo De Incobrabilidad Otras Garantías,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1459,1459,Impairment of Business Microcredit Interests (Cr),Deterioro Intereses Microcrédito Empresarial (Cr),,0,off_balance,chart_template_niif_solidario,
niif_sol_145905,145905,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145910,145910,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145915,145915,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145920,145920,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_145925,145925,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1460,1460,Deterioration of Payments on behalf of Associates - Business Microcredit (Cr),Deterioro Pagos Por Cuenta De Asociados - Microcrédito Empresarial (Cr),,0,off_balance,chart_template_niif_solidario,
niif_sol_146005,146005,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146010,146010,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146015,146015,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146020,146020,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146025,146025,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1461,1461,Commercial Credits - Admissible Guarantee,Créditos Comerciales - Garantía Admisible,,0,off_balance,chart_template_niif_solidario,
niif_sol_146105,146105,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146110,146110,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146115,146115,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146120,146120,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146125,146125,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1462,1462,Commercial Credits - Other Guarantees,Créditos Comerciales - Otras Garantías,,0,off_balance,chart_template_niif_solidario,
niif_sol_146205,146205,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146210,146210,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146215,146215,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146220,146220,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146225,146225,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1463,1463,Commercial Credit Interest,Intereses Créditos Comerciales,,0,off_balance,chart_template_niif_solidario,
niif_sol_146305,146305,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146310,146310,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146315,146315,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146320,146320,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146325,146325,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1464,1464,Payments on behalf of Associates -Commercial,Pagos Por Cuenta De Asociados -Comercial,,0,off_balance,chart_template_niif_solidario,
niif_sol_146405,146405,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146410,146410,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146415,146415,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146420,146420,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146425,146425,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1465,1465,Impairment of Commercial Credits (Cr),Deterioro Créditos Comerciales (Cr),,0,off_balance,chart_template_niif_solidario,
niif_sol_146505,146505,Category A Normal Risk Admissible Guarantee,Categoría A Riesgo Normal Garantía Admisible,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146510,146510,Category A Normal Risk Other Guarantees,Categoría A Riesgo Normal Otras Garantías,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146515,146515,Category B Acceptable Risk Acceptable Guarantee,Categoría B Riesgo Aceptable Garantía Admisible,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146520,146520,Category B Acceptable Risk Other Guarantees,Categoría B Riesgo Aceptable Otras Garantías,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146525,146525,Category C Appreciable Risk Admissible Guarantee,Categoría C Riesgo Apreciable Garantía Admisible,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146530,146530,Category C Appreciable Risk Other Guarantees,Categoría C Riesgo Apreciable Otras Garantías,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146535,146535,Category D Significant Risk Admissible Guarantee,Categoría D Riesgo Significativo Garantía Admisible,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146540,146540,Category D Significant Risk Other Guarantees,Categoría D Riesgo Significativo Otras Garantías,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146545,146545,Category E Bad Debt Risk Admissible Guarantee,Categoría E Riesgo De Incobrabilidad Garantía Admisible,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146550,146550,Category E Risk of Bad Debt Other Guarantees,Categoría E Riesgo De Incobrabilidad Otras Garantías,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1466,1466,Impairment of Interest on Commercial Credits (Cr),Deterioro Intereses Créditos Comerciales (Cr),,0,off_balance,chart_template_niif_solidario,
niif_sol_146605,146605,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146610,146610,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146615,146615,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146620,146620,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146625,146625,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1467,1467,Impairment of Payments on behalf of Associates - Commercial Credits (Cr),Deterioro Pagos Por Cuenta De Asociados - Créditos Comerciales (Cr),,0,off_balance,chart_template_niif_solidario,
niif_sol_146705,146705,Category A Normal Risk,Categoría A Riesgo Normal,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146710,146710,Category B Acceptable Risk,Categoría B Riesgo Aceptable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146715,146715,Category C Appreciable Risk,Categoría C Riesgo Apreciable,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146720,146720,Category D Significant Risk,Categoría D Riesgo Significativo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146725,146725,Category E Bad Debt Risk,Categoría E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1468,1468,General Deterioration of Credit Portfolio (Cr),Deterioro General De Cartera De Créditos (Cr),,0,off_balance,chart_template_niif_solidario,
niif_sol_146805,146805,General Deterioration of Credit Portfolio (Cr),Deterioro General De Cartera De Créditos (Cr),group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146895,146895,Others General Impairment of Credit Portfolio (Cr),Otros Deterioro General De Cartera De Créditos (Cr),group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1469,1469,Loans to Employees,Créditos A Empleados,,0,off_balance,chart_template_niif_solidario,
niif_sol_146905,146905,Category A Normal Risk Housing,Categoría A Riesgo Normal Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146910,146910,Category B Acceptable Risk Housing,Categoría B Riesgo Aceptable Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146915,146915,Category C Appreciable Risk Housing,Categoría C Riesgo Apreciable Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146920,146920,Category D Significant Risk Housing,Categoría D Riesgo Significativo Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146925,146925,Category E Risk of Bad Debt Housing,Categoría E Riesgo De Incobrabilidad Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146930,146930,Category A Risk Normal Consumption,Categoría A Riesgo Normal Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146935,146935,Category B Acceptable Risk Consumption,Categoría B Riesgo Aceptable Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146940,146940,Category C Appreciable Risk Consumption,Categoría C Riesgo Apreciable Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146945,146945,Category D Significant Risk Consumption,Categoría D Riesgo Significativo Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_146950,146950,Category E Risk of Bad Debts Consumption,Categoría E Riesgo De Incobrabilidad Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1470,1470,Interest Loans To Employees,Intereses Créditos A Empleados,,0,off_balance,chart_template_niif_solidario,
niif_sol_147005,147005,Category A Normal Risk Housing,Categoría A Riesgo Normal Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147010,147010,Category B Acceptable Risk Housing,Categoría B Riesgo Aceptable Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147015,147015,Category C Appreciable Risk Housing,Categoría C Riesgo Apreciable Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147020,147020,Category D Significant Risk Housing,Categoría D Riesgo Significativo Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147025,147025,Category E Risk of Bad Debt Housing,Categoría E Riesgo De Incobrabilidad Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147030,147030,Category A Risk Normal Consumption,Categoría A Riesgo Normal Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147035,147035,Category B Acceptable Risk Consumption,Categoría B Riesgo Aceptable Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147040,147040,Category C Appreciable Risk Consumption,Categoría C Riesgo Apreciable Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147045,147045,Category D Significant Risk Consumption,Categoría D Riesgo Significativo Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147050,147050,Category E Risk of Bad Debts Consumption,Categoría E Riesgo De Incobrabilidad Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1471,1471,Impairment of Loans to Employees (Cr),Deterioro Créditos A Empleados (Cr),,0,off_balance,chart_template_niif_solidario,
niif_sol_147105,147105,Category A Normal Risk Housing,Categoría A Riesgo Normal Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147110,147110,Category B Acceptable Risk Housing,Categoría B Riesgo Aceptable Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147115,147115,Category C Appreciable Risk Housing,Categoría C Riesgo Apreciable Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147120,147120,Category D Significant Risk Housing,Categoría D Riesgo Significativo Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147125,147125,Category E Risk of Bad Debt Housing,Categoría E Riesgo De Incobrabilidad Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147130,147130,Category A Risk Normal Consumption,Categoría A Riesgo Normal Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147135,147135,Category B Acceptable Risk Consumption,Categoría B Riesgo Aceptable Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147140,147140,Category C Appreciable Risk Consumption,Categoría C Riesgo Apreciable Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147145,147145,Category D Significant Risk Consumption,Categoría D Riesgo Significativo Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_147150,147150,Category E Risk of Bad Debts Consumption,Categoría E Riesgo De Incobrabilidad Consumo,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
niif_sol_1472,1472,Impairment Interest on Loans to Employees (Cr),Deterioro Intereses Créditos A Empleados (Cr),,0,off_balance,chart_template_niif_solidario,
niif_sol_147205,147205,Category A Normal Risk Housing,Categoría A Riesgo Normal Vivienda,group_fin_1_3_cta_cob,1,asset_current,chart_template_niif_solidario,aat_1008_1315_N
