"id","code","name","reconcile","account_type","name@es","group_id:id","tag_ids/id"
"coc_puc_413099",413099,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413500",413500,"Wholesale and Retail",0,"off_balance","Comercio Al Por Mayor Y Al Por Menor",,"account.account_tag_operating"
"coc_puc_413502",413502,"Sale of Motor Vehicles",0,"income","Venta De Vehículos Automotores","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413504",413504,"Maintenance",0,"income","Mantenimiento Reparación Y Lavado De Vehículos Automotores","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413506",413506,"Sale of Automotive Vehicle Parts and Accessories",0,"income","Venta De Partes Piezas Y Accesorios De Vehículos Automotores","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413508",413508,"Sale of Solid Gaseous Liquid Fuels",0,"income","Venta De Combustibles Sólidos Líquidos Gaseosos","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413510",413510,"Sale of Lubricants Additives Tires and Automotive Luxuries",0,"income","Venta De Lubricantes Aditivos Llantas Y Lujos Para Automotores","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413512",413512,"Sale in exchange for remuneration or by contract",0,"income","Venta A Cambio De Retribución O Por Contrata","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413514",413514,"Sale of Agricultural Raw Materials and Flowers Inputs",0,"income","Venta De Insumos Materias Primas Agropecuarias Y Flores","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413516",413516,"Sale of other non-agricultural inputs and raw materials",0,"income","Venta De Otros Insumos Y Materias Primas No Agropecuarias","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413518",413518,"Sale of Live Animals and Leather",0,"income","Venta De Animales Vivos Y Cueros","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413520",413520,"Sale of Products in Non-Specialized Warehouses",0,"income","Venta De Productos En Almacenes No Especializados","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413522",413522,"Sale of Agricultural Products",0,"income","Venta De Productos Agropecuarios","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413524",413524,"Sale of Textile Products",0,"income","Venta De Productos Textiles De Vestir De Cuero Y Calzado","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413526",413526,"Sale of Paper and Cardboard",0,"income","Venta De Papel Y Cartón","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413528",413528,"Sale of Books",0,"income"," Stationery Elements","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413530",413530,"Sale of Games",0,"income","Venta De Juegos Juguetes Y Artículos Deportivos","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413532",413532,"Sale Of Surgical And Orthopedic Instruments",0,"income","Venta De Instrumentos Quir√∫rgicos Y Ortopédicos","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413534",413534,"Sale of Items in Watches and Jewelry Stores",0,"income","Venta De Artículos En Relojerías Y Joyerías","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413536",413536,"Sale Of Appliances And Furniture",0,"income","Venta De Electrodomésticos Y Muebles","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413538",413538,"Sale Of Medicinal Pharmaceutical Toiletries And Toiletries",0,"income","Venta De Productos De Aseo Farmacéuticos Medicinales Y Artículos De Tocador","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413540",413540,"Sale of Cutlery Tableware Glassware Porcelain Ceramics and Other Household Items",0,"income","Venta De Cubiertos Vajillas Cristalería Porcelanas Cerámicas Y Otros Artículos De Uso Doméstico","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413542",413542,"Sale of Construction Materials Plumbing and Heating",0,"income","Venta De Materiales De Construcción Fontanería Y Calefacción","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413544",413544,"Sale of Paints and Lacquers",0,"income","Venta De Pinturas Y Lacas","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413546",413546,"Sale of Glass and Marquetry Products",0,"income","Venta De Productos De Vidrios Y Marquetería","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413548",413548,"Sale of Tools and Hardware Items",0,"income","Venta De Herramientas Y Artículos De Ferretería","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413550",413550,"Chemical Sales",0,"income","Venta De Químicos","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413552",413552,"Sale of Intermediate Products Waste and Scrap",0,"income","Venta De Productos Intermedios Desperdicios Y Desechos","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413554",413554,"Sale of Machinery",0,"income","Venta De Maquinaria Equipo De Oficina Y Programas De Computador","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413556",413556,"Sale of items in china shops and sundries",0,"income","Venta De Artículos En Cacharrerías Y Misceláneas","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413558",413558,"Sale of Musical Instruments",0,"income","Venta De Instrumentos Musicales","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413560",413560,"Sale of Items in Pawn Shops and Clothing Stores",0,"income","Venta De Artículos En Casas De Empeño Y Prenderías","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413562",413562,"Sale of Photographic Equipment",0,"income","Venta De Equipo Fotográfico","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413564",413564,"Sale of Optical and Precision Equipment",0,"income","Venta De Equipo √ìptico Y De Precisión","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413566",413566,"Packaging Sales",0,"income","Venta De Empaques","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413568",413568,"Sale of Professional and Scientific Equipment",0,"income","Venta De Equipo Profesional Y Científico","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413570",413570,"Sale of Lotteries Raffles Chance Bets and Similar",0,"income","Venta De Loterías Rifas Chance Apuestas Y Similares","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413572",413572,"Repair of Personal Effects and Appliances",0,"income","Reparación De Efectos Personales Y Electrodomésticos","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413595",413595,"Sale of Other Products Wholesale and Retail Trade",0,"income","Venta De Otros Productos Comercio Al Por Mayor Y Al Por Menor","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_413599",413599,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414000",414000,"Hotels and restaurants",0,"off_balance","Hoteles Y Restaurantes",,"account.account_tag_operating"
"coc_puc_414005",414005,"Hospitality",0,"income","Hotelería","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414010",414010,"Camping and Other Types of Accommodation",0,"income","Campamento Y Otros Tipos De Hospedaje","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414015",414015,"Restaurants",0,"income","Restaurantes","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414020",414020,"Bars and Canteens",0,"income","Bares Y Cantinas","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414095",414095,"Related Activities Hotels and Restaurants",0,"income","Actividades Conexas Hoteles Y Restaurantes","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414099",414099,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414500",414500,"Transportation Storage and Communications",0,"off_balance","Transporte Almacenamiento Y Comunicaciones",,"account.account_tag_operating"
"coc_puc_414505",414505,"Road Transport Service",0,"income","Servicio De Transporte Por Carretera","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414510",414510,"Rail Transportation Service",0,"income","Servicio De Transporte Por Vía Férrea","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414515",414515,"Water Transportation Service",0,"income","Servicio De Transporte Por Vía Acuática","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414520",414520,"Air Transportation Service",0,"income","Servicio De Transporte Por Vía Aérea","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414525",414525,"Pipeline Transportation Service",0,"income","Servicio De Transporte Por Tuberías","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414530",414530,"Cargo Handling",0,"income","Manipulación De Carga","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414535",414535,"Storage and Deposit",0,"income","Almacenamiento Y Depósito","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414540",414540,"Complementary Services for Transportation",0,"income","Servicios Complementarios Para El Transporte","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414545",414545,"Travel agencies",0,"income","Agencias De Viaje","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414550",414550,"Other Transportation Agencies",0,"income","Otras Agencias De Transporte","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414555",414555,"Postal And Mail Service",0,"income","Servicio Postal Y De Correo","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414560",414560,"Telephone service",0,"income","Servicio Telefónico","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414565",414565,"Telegraph Service",0,"income","Servicio De Telégrafo","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414570",414570,"Data Transmission Service",0,"income","Servicio De Transmisión De Datos","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414575",414575,"Radio and Cable Television Service",0,"income","Servicio De Radio Y Televisión Por Cable","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414580",414580,"Transmission of sound and images by contract",0,"income","Transmisión De Sonido E Imágenes Por Contrato","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414595",414595,"Related Activities Transportation Storage and Communications",0,"income","Actividades Conexas Transporte Almacenamiento Y Comunicaciones","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_414599",414599,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415000",415000,"Financial Activity",0,"off_balance","Actividad Financiera",,"account.account_tag_operating"
"coc_puc_415005",415005,"Investment Sale",0,"income","Venta De Inversiones","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415010",415010,"Dividends from Public Limited Companies and/or Similar Companies",0,"income","Dividendos De Sociedades Anónimas Y/O Asimiladas","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415015",415015,"Participations in Limited and/or Similar Companies",0,"income","Participaciones De Sociedades Limitadas Y/O Asimiladas","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415020",415020,"Interests",0,"income","Intereses","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415025",415025,"Monetary Readjustment-Upac (Today Uvr)",0,"income","Reajuste Monetario-Upac (Hoy Uvr)","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415030",415030,"commissions",0,"income","Comisiones","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415035",415035,"Discount Operations",0,"income","Operaciones De Descuento","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415040",415040,"Registration Fees-Consortia",0,"income","Cuotas De Inscripción-Consorcios","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415045",415045,"Administration Fees-Consortiums",0,"income","Cuotas De Administración-Consorcios","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415050",415050,"System Reset-Consortia",0,"income","Reajuste Del Sistema-Consorcios","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415055",415055,"Elimination of Subscribers-Consortia",0,"income","Eliminación De Suscriptores-Consorcios","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415060",415060,"Income or Withdrawal Fees-Administrative Company",0,"income","Cuotas De Ingreso O Retiro-Sociedad Administradora","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415065",415065,"Commission Agent Services",0,"income","Servicios A Comisionistas","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415070",415070,"Registration and Fees",0,"income","Inscripciones Y Cuotas","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415075",415075,"Recovery of Guarantees",0,"income","Recuperación De Garantías","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415080",415080,"Income Participation Method",0,"income","Ingresos Método De Participación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415095",415095,"Related Activities Financial Activity",0,"income","Actividades Conexas Actividad Financiera","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415099",415099,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415500",415500,"Real Estate Business and Rental Activities",0,"off_balance","Actividades Inmobiliarias Empresariales Y De Alquiler",,"account.account_tag_operating"
"coc_puc_415505",415505,"Real Estate Leases",0,"income","Arrendamientos De Bienes Inmuebles","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415510",415510,"Real Estate Agents For Remuneration Or Hire",0,"income","Inmobiliarias Por Retribución O Contrata","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415515",415515,"Transportation Equipment Rental",0,"income","Alquiler Equipo De Transporte","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415520",415520,"Machinery And Equipment Rental",0,"income","Alquiler Maquinaria Y Equipo","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415525",415525,"Rental of Personal Effects and Household Goods",0,"income","Alquiler De Efectos Personales Y Enseres Domésticos","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415530",415530,"Computer Consulting and IT Programs",0,"income","Consultoría En Equipo Y Programas De Informótica","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415535",415535,"Data processing",0,"income","Procesamiento De Datos","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415540",415540,"Maintenance and Repair of Office Machinery",0,"income","Mantenimiento Y Reparación De Maquinaria De Oficina","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415545",415545,"Scientific and Development Research",0,"income","Investigaciones Científicas Y De Desarrollo","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415550",415550,"Consulting Business Activities",0,"income","Actividades Empresariales De Consultoría","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415555",415555,"Advertising",0,"income","Publicidad","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415560",415560,"Staffing",0,"income","Dotación De Personal","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415565",415565,"Investigation and Security",0,"income","Investigación Y Seguridad","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415570",415570,"Property Cleaning",0,"income","Limpieza De Inmuebles","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415575",415575,"Photography",0,"income","Fotografía","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415580",415580,"Container and Packaging",0,"income","Envase Y Empaque","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415585",415585,"Photocopying",0,"income","Fotocopiado","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415590",415590,"Maintenance and Repair of Machinery and Equipment",0,"income","Mantenimiento Y Reparación De Maquinaria Y Equipo","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415595",415595,"Related Activities Business Real Estate and Rental Activities",0,"income","Actividades Conexas Actividades Inmobiliarias Empresariales Y De Alquiler","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_415599",415599,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_416000",416000,"Teaching",0,"off_balance","Enseñanza",,"account.account_tag_operating"
"coc_puc_416005",416005,"Education Related Activities",0,"income","Actividades Relacionadas Con La Educación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_416095",416095,"Related Activities Teaching",0,"income","Actividades Conexas Enseñanza","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_416099",416099,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_416500",416500,"Social and Health Services",0,"off_balance","Servicios Sociales Y De Salud",,"account.account_tag_operating"
"coc_puc_416505",416505,"Hospital Service",0,"income","Servicio Hospitalario","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_416510",416510,"Medical service",0,"income","Servicio Médico","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_416515",416515,"Dental Service",0,"income","Servicio Odontológico","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_416520",416520,"Laboratory Service",0,"income","Servicio De Laboratorio","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_416525",416525,"Veterinary Activities",0,"income","Actividades Veterinarias","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_416530",416530,"Social Service Activities",0,"income","Actividades De Servicios Sociales","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_416595",416595,"Related Activities Social and Health Services",0,"income","Actividades Conexas Servicios Sociales Y De Salud","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_416599",416599,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417000",417000,"Other Social and Personal Community Service Activities",0,"off_balance","Otras Actividades De Servicios Comunitarios Sociales Y Personales",,"account.account_tag_operating"
"coc_puc_417005",417005,"Waste and Wastewater Disposal",0,"income","Eliminación De Desperdicios Y Aguas Residuales","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417010",417010,"Association Activities",0,"income","Actividades De Asociación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417015",417015,"Production and distribution of films and videotapes",0,"income","Producción Y Distribución De Filmes Y Videocintas","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417020",417020,"Exhibition of Films and Videotapes",0,"income","Exhibición De Filmes Y Videocintas","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417025",417025,"Radio and Television Activity",0,"income","Actividad De Radio Y Televisión","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417030",417030,"Musical And Artistic Theatrical Activity",0,"income","Actividad Teatral M√∫sical Y Artística","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417035",417035,"Recording and Record Production",0,"income","Grabación Y Producción De Discos","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417040",417040,"Entertainment and Leisure",0,"income","Entretenimiento Y Esparcimiento","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417045",417045,"News Agencies",0,"income","Agencias De Noticias","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417050",417050,"Laundries And Similar",0,"income","Lavanderías Y Similares","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417055",417055,"Hairdressers And Similar",0,"income","Peluquerías Y Similares","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417060",417060,"Funeral Services",0,"income","Servicios Funerarios","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417065",417065,"Free trade zone",0,"income","Zonas Francas","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417095",417095,"Related Activities Other Social and Personal Community Service Activities",0,"income","Actividades Conexas Otras Actividades De Servicios Comunitarios Sociales Y Personales","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417099",417099,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_J"
"coc_puc_417500",417500,"Sales Returns (Db)",0,"off_balance","Devoluciones En Ventas (Db)",,"account.account_tag_operating"
"coc_puc_417505",417505,"Returns",0,"income","Devoluciones","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_K"
"coc_puc_417595",417595,"Other Sales Returns (Db)",0,"income","Otras Devoluciones En Ventas (Db)","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_K"
"coc_puc_417599",417599,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_1_ing_ord","l10n_co_account.aat_1007_4001_K"
"coc_puc_420000",420000,"Non-Operational",0,"off_balance","No Operacionales",,"account.account_tag_operating"
"coc_puc_420500",420500,"Other sales",0,"off_balance","Otras Ventas",,"account.account_tag_operating"
"coc_puc_420505",420505,"Raw material",0,"income","Materia Prima","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_420510",420510,"Waste material",0,"income","Material De Desecho","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_420515",420515,"Various Materials",0,"income","Materiales Varios","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_420520",420520,"Diversification Products",0,"income","Productos De Diversificación","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_420525",420525,"Export Surpluses",0,"income","Excedentes De Exportación","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_420530",420530,"Containers and Packaging",0,"income","Envases Y Empaques","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_420535",420535,"Agricultural products",0,"income","Productos Agrícolas","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_420540",420540,"Propaganda",0,"income","De Propaganda","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_420545",420545,"Products At Auction",0,"income","Productos En Remate","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_420550",420550,"Fuels and lubricants",0,"income","Combustibles Y Lubricantes","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_420595",420595,"Other Non-Operational Sales",0,"income","Otras Ventas No Operacionales","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_420599",420599,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_421000",421000,"Financial",0,"off_balance","Financieros",,"account.account_tag_operating"
"coc_puc_421005",421005,"Interests",0,"income","Intereses","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421010",421010,"Monetary Readjustment-Upac (Today Uvr)",0,"income","Reajuste Monetario-Upac (Hoy Uvr)","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421015",421015,"Amortized Discounts",0,"income","Descuentos Amortizados","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421020",421020,"Difference In Exchange",0,"income","Diferencia En Cambio","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421025",421025,"Vehicle Financing",0,"income","Financiación Vehículos","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421030",421030,"Financing Travel Systems",0,"income","Financiación Sistemas De Viajes","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421035",421035,"Bank Acceptances",0,"income","Aceptaciones Bancarias","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421040",421040,"Conditional Commercial Discounts",0,"income","Descuentos Comerciales Condicionados","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421045",421045,"Bank Discounts",0,"income","Descuentos Bancarios","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421050",421050,"Commissions Checks from Other Places",0,"income","Comisiones Cheques De Otras Plazas","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421055",421055,"Fines and Surcharges",0,"income","Multas Y Recargos","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421060",421060,"Penalties for Returned Checks",0,"income","Sanciones Cheques Devueltos","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421095",421095,"Other Financial Interests",0,"income","Otros Intereses Financieros","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421099",421099,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_2_ing_fin","l10n_co_account.aat_1007_4003_J"
"coc_puc_421500",421500,"Dividends and Shares",0,"off_balance","Dividendos Y Participaciones",,"account.account_tag_operating"
"coc_puc_421505",421505,"Of public limited and/or similar companies",0,"income","De Sociedades Anónimas Y/O Asimiladas","group_4_3_otr_ing","l10n_co_account.aat_1007_4012_J"
"coc_puc_421510",421510,"Of Limited And/Or Similar Companies",0,"income","De Sociedades Limitadas Y/O Asimiladas","group_4_3_otr_ing","l10n_co_account.aat_1007_4012_J"
"coc_puc_421595",421595,"Other Dividends and Shares",0,"income","Otros Dividendos Y Participaciones","group_4_3_otr_ing","l10n_co_account.aat_1007_4012_J"
"coc_puc_421599",421599,"Inflation Adjustments",0,"income","Ajustes Por Inflación","group_4_3_otr_ing","l10n_co_account.aat_1007_4012_J"
"coc_puc_421800",421800,"Income Participation Method",0,"off_balance","Ingresos Método De Participación",,"account.account_tag_operating"
"coc_puc_421805",421805,"Of public limited and/or similar companies",0,"income","De Sociedades Anónimas Y/O Asimiladas","group_4_3_otr_ing","l10n_co_account.aat_1007_4012_J"
"coc_puc_421810",421810,"Of Limited And/Or Similar Companies",0,"income","De Sociedades Limitadas Y/O Asimiladas","group_4_3_otr_ing","l10n_co_account.aat_1007_4012_J"
"coc_puc_421895",421895,"Other Income Participation Method",0,"income","Otros Ingresos Método De Participación","group_4_3_otr_ing","l10n_co_account.aat_1007_4012_J"
"coc_puc_422000",422000,"Leases",0,"off_balance","Arrendamientos",,"account.account_tag_operating"
"coc_puc_422005",422005,"Land",0,"income","Terrenos","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
"coc_puc_422010",422010,"Constructions and Buildings",0,"income","Construcciones Y Edificios","group_4_3_otr_ing","l10n_co_account.aat_1007_4002_J"
